address;name;type;postcode;phone;email;educational;topics;languages;lat;lon
Dornbrunner Str. 17;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12437;030532 68 42;kita-dornbrunnerstrasse@kita-suedost.de;Situationsansatz;;;52.4630765;13.4864552
Rodelbergweg 2;WeG gGmbH;Kindertagesstätte;12437;030624 94 07;info@wegggmbh.de;Fröbel-Pädagogik, Reggio-Pädagogik, Situationsansatz, Sonstiges;Gesundheit, Körper und Bewegung, Natur- und Umweltpädagogik;;52.46842;13.49331
Baumschulenstr. 103;tuKita gemeinnützige UG (haftungsbeschränkt);Kindertagesstätte;12437;0157 88809010;arbolitos@tukita.de;;;;52.4689;13.49075
Platanenweg 65;Sozialdiakonische Arbeit Lichtenberg-Oberspree GmbH;Kindertagesstätte;12437;030532 88 33;hummelflug@sozdia.de;Situationsansatz;Integration von Kindern mit Behinderung;;52.4772641;13.4814936
Heidekampweg 103;Kinder im Kiez gGmbH;Kindertagesstätte;12437;030532 82 41;heidekampweg@kinder-im-kiez.de;bewegungs-/sportorientiert;;;52.46776999999999;13.4770363
Sonnenallee 311;Ev. Kirchenkreis Neukölln;Kindertagesstätte;12437;03084857130;ev-kita.tabea@kk-neukoelln.de;Situationsansatz;;;52.4615725;13.4790403
Mörikestr. 2;FreiRäume e. V.;Eltern-Initiativ-Kindertagesstätte;12437;030;kinderladen.baumschulenweg@gmail.com;Sonstiges;;;52.46641;13.48519
Dammweg 155 -157;Arbeiterwohlfahrt Kreisverband Südost e.V.;Kindertagesstätte;12437;5328375/5324453;info-spatzennest@awo-suedost.de;Ästhetische Bildung (Musik und Kunst), Körper und Bewegung, Natur-und Umweltpädagogik, Situationsansatz;;;52.47511;13.47483
Eschenbachstr. 2;tuKita gemeinnützige UG (haftungsbeschränkt);Kindertagesstätte;12437;0176 44403110;arbolitos2@tukita.de;Sonstiges;;deutsch - spanisch;52.46885200000001;13.4900785
Ernststr. 4 - 8;Kleiner Fratz GmbH;Kindertagesstätte;12437;03043207062/34394705;kita.ernststr@kleiner-fratz-berlin.de;Sonstiges;;;52.4661236;13.4886706
Schraderstr. 12;ERÄ Erziehung durch Ästhetik gemeinnützige GmbH;Kindertagesstätte;12437;03035128517;schraderstr@kitapirole.de;;Ästhetische Bildung (Musik und Kunst);;52.4623943;13.4810334
Heidekampweg 45A;KLEO KinderLernOrte Bildungseinrichtunggemeinnützige UG (haftungsbeschränkt);Kindertagesstätte;12437;03091208741;kleo@kinderlernorte.de;Situationsansatz;Integration von Kindern mit Behinderung, Körper und Bewegung;;52.463753;13.4798927
Johanna-Tesch-Str. 32;Waldorfpädagogik in Berlin-Südost e.V.;Kindertagesstätte;12439;03067806150;kindergarten@waldorfsuedost.de;;;;52.45167;13.54102
Johanna-Tesch-Str. 20;Humanistischer Verband Deutschlands,Landesverband Berlin-Brandenburg e. V.;Kindertagesstätte;12439;030030-671 70 33;dreikaesehoch@humanistischekitas.de;;Integration von Kindern mit Behinderung;;52.45199;13.54086
Grimaustr. 35;Sozialdiakonische Arbeit Lichtenberg-Oberspree GmbH;Kindertagesstätte;12439;0306316649;spreeknirpse@sozdia.de;Situationsansatz;Integration von Kindern mit Behinderung;;52.45211;13.52018
Moosstr. 57;Kinder in Bewegung gGmbHGemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports;Kindertagesstätte;12439;030671 88 21;mail@kita-moosstrasse.de;Körper und Bewegung;;;52.4503881;13.5295732
Hartriegelstr. 77;Kreativitätsschulzentrum Berlin gGmbH;Kindertagesstätte;12439;030225027730;kita-hartriegel@krea-schulzentrum.de;;;;52.44819829999999;13.5310996
Köllnische Str. 8;Ev. Kirchengemeinde Niederschöneweide;Kindertagesstätte;12439;03063908008;ev.kita-nweide@gmx.de;Natur-und Umweltpädagogik, Religionspädagogik;;;52.45276339999999;13.5218568
Weiskopffstr. 12 -13;Caritas Familien- und Jugendhilfe gGmbH;Kindertagesstätte;12459;03063979068 - 70;hl.mariamagdalena@cfj-caritas-berlin.de;Religionspädagogik;;;52.45742;13.54156
Edisonstr. 19;KiJuFa gemeinnützige UG(haftungsbeschränkt);Kindertagesstätte;12459;03053217552;spreekinder@kijufa-online.de;Situationsansatz;Natur- und Umweltpädagogik;;52.465021;13.5136359
Siemensstr. 14;Pretty World gGmbH;Kindertagesstätte;12459;03053218652;;;;;52.4643607;13.5113009
Wattstr. 14;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12459;030535 09 90;kita-wattstrasse@kita-suedost.de;Waldorfpädagogik;;;52.4665708;13.5096299
Griechische Allee 21 /25;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12459;03053 02 47 50;kita-griechischeallee@kita-suedost.de;;;;52.46494999999999;13.51821
Otto-Krüger-Zeile 6;Internationaler Bund - IB Berlin-Brandenburg gGmbH für Bildung und soziale Dienste (IB Berlin-Brandenburg gGmbH);Kindertagesstätte;12459;030535 07 83;sabine.kittelmann@internationaler-bund.de;Situationsansatz;;;52.46753;13.50705
Brückenstr. 8;FREUDE Kindergärten gemeinnützige GmbH;Kindertagesstätte;12459;03063331359;info@freude-kita.berlin;Situationsansatz;Gesundheit, Interkulturelle Pädagogik, Körper und Bewegung, Natur- und Umweltpädagogik;;52.4609452;13.528007
Treskowallee 135;Kinder- und Jugend gGmbH der Volkssolidarität Berlin;Kindertagesstätte;12459;03075442073;kita-kleine-traber@volkssolidaritaet.de;Situationsansatz;Natur- und Umweltpädagogik;;52.4716406;13.5175207
Griechische Allee 59;Ev. Kirchengemeinde Christuskirche Oberschöneweide;Kindertagesstätte;12459;535 30 15;ev-kita-osw@gmx.de;Religionspädagogik, Situationsansatz;;;52.4633671;13.5231107
Goethestr. 2;WindFee e.V.;Eltern-Initiativ-Kindertagesstätte;12459;32533402;;;;;52.46438999999999;13.51449
Rathenaustr. 15;Sylvester e. V. Berlin;Kindertagesstätte;12459;03068070423;ploenzwerge@sylvester-ev.de;Montessori-Pädagogik, Situationsansatz;Gesundheit, Integration von Kindern mit Behinderung, Natur- und Umweltpädagogik;;52.4595057;13.528319
Wilhelminenhofstr. 21;Kita Zauberland gUG;Kindertagesstätte;12459;030;;;;;52.4620957;13.5157132
Treskowallee 22 - 24;BIP - Gesellschaft für Kreativitätspädagogik gGmbH;Kindertagesstätte;12459;03023926130;kita-th@bip-bildung-berlin.de;;;;52.4609452;13.528007
Otto-Krüger-Zeile 4;Internationaler Bund - IB Berlin-Brandenburg gGmbH für Bildung und soziale Dienste (IB Berlin-Brandenburg gGmbH);Kindertagesstätte;12459;030535 04 93;Heike.Teuscher@internationaler-bund.de;Situationsansatz;;;52.46727;13.50693
Brückenstr. 24;FREUDE Kindergärten gemeinnützige GmbH;Kindertagesstätte;12459;03063418023;info@freude-kita.berlin;Situationsansatz, Sonstiges;Gesundheit, Interkulturelle Pädagogik, Körper und Bewegung, Natur- und Umweltpädagogik;;52.4609452;13.528007
Wilhelminenhofstr. 41;WA-KIB gemeinnützige UG (haftungsbeschränkt);Kindertagesstätte;12459;0176 23571899;Wiele-monique@gmx.de;Sonstiges;;;52.4608913;13.5208574
Wilhelminenhofstr. 45A /B;Pimpinella e.V.;Kindertagesstätte;12459;03023366328;briefkasten@pimpinellas.de;;;;52.46023;13.52302
Am Haselbusch 2;Lernorte - Wissen und Bildung für Kinder GmbH;Kindertagesstätte;12487;03025565353;haselbusch@lernorte.net;bilingual (deutsch-russisch);;deutsch - russisch;52.44962;13.50413
Melli-Beese-Str. 30;FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis;Kindertagesstätte;12487;030030 6322 8646;melli-beese-haus@fippev.de;;;;52.43839089999999;13.5106038
Sterndamm 41;Lernorte - Wissen und Bildung für Kinder GmbH;Kindertagesstätte;12487;0302453 9541;sternschnuppe@lernorte.net;bilingual (deutsch-russisch);;deutsch - russisch;52.44964909999999;13.5080012
Sterndamm 214;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12487;030636 40 92;kita-sterndamm@kita-suedost.de;;;;52.4376318;13.5010504
Engelhardstr. 10;Humanistischer Verband Deutschlands,Landesverband Berlin-Brandenburg e. V.;Kindertagesstätte;12487;030030-631 66 99;ampark@humanistischekitas.de;Reggio-Pädagogik;Integration von Kindern mit Behinderung;;52.4481609;13.5102755
Sterndamm 109;GFAJ e.V.;Kindertagesstätte;12487;03063103614;felixandfriends@gfajev.de;Situationsansatz;Integration von Kindern mit Behinderung;deutsch - englisch;52.4423077;13.5019619
Stubenrauchstr. 115;Eikita Trollkinder e.V.;Eltern-Initiativ-Kindertagesstätte;12487;0306621333;info@kita-trollkinder.de;Situationsansatz;Gesundheit;;52.4352187;13.5008369
Straße am Flugplatz 38;Johanniter-Unfall-Hilfe e. V.Regionalverband Berlin;Kindertagesstätte;12487;0173 6195173;claudia.grotjan@johanniter.de;Sonstiges;;;52.4308095;13.5122927
Königsheideweg 285;Die wilden Knallerbsen GmbH;Kindertagesstätte;12487;03063104609/10;info@kita-diewildenknallerbsen.de;;;;52.4455257;13.509421
Springbornstr. 88;Käptn Browser gemeinnützige Gesellschaft mit beschränkter Haftung;Kindertagesstätte;12487;030(030) 6364686;springmaeuse@kaeptnbrowser.de;Situationsansatz;Integration von Kindern mit Behinderung;;52.4382106;13.4991208
Südostallee 214A;Fröbel Bildung und Erziehung gGmbH;Kindertagesstätte;12487;0306364209;imgruenen-berlin@froebel-gruppe.de;Ästhetische Bildung (Musik und Kunst), bilingual (deutsch-englisch), Gesundheit, Körper und Bewegung;;;52.4530406;13.5052261
Helbigstr. 31;Humanistischer Verband Deutschlands,Landesverband Berlin-Brandenburg e. V.;Kindertagesstätte;12489;030030-677 42 09;adlershofermarktspatzen@humanistischekitas.de;Freinet-Pädagogik;Integration von Kindern mit Behinderung;;52.4383683;13.5476276
Dörpfeldstr. 27 - 29;SOCIUS - Die Bildungspartner gemeinnützige GmbH;Kindertagesstätte;12489;030;kleefalter.socius@diebildungspartner.de;Sonstiges;;;52.4372323;13.5467836
Pfingstberggasse 2;Ev. Kirchengemeinde Adlershof;Kindertagesstätte;12489;677 45 36;kindergarten@evangelische-kirche-adlershof.de;Religionspädagogik;;;52.4394351;13.5425294
Groß-Berliner Damm 33 - 37;Die wilden Knallerbsen GmbH;Kindertagesstätte;12489;03063902651;info@kita-diewildenknallerbsen.de;Situationsansatz;Gesundheit;;52.4370179;13.5470509
Zinsgutstr. 38;Arbeiterwohlfahrt Kreisverband Südost e.V.;Kindertagesstätte;12489;6789 5875;info-sonnenkinder@awo-suedost.de;Situationsansatz;;;52.4378176;13.556519
Hans-Schmidt-Str. 14A;Fröbel Bildung und Erziehung gGmbH;Kindertagesstätte;12489;03067824666;adlershof-berlin@froebel-gruppe.de;;;;52.434901;13.534136
Radickestr. 48;Kita Naturspatzen gemeinnützige UG(haftungsbeschränkt);Kindertagesstätte;12489;03025209407;kitanaturspatzen@gmail.com;;;;52.435571;13.5475762
Radickestr. 25;Diakonische Arbeitsgemeinschaft Sozialpädagogischer InitiativenDASI Berlin gGmbH;Kindertagesstätte;12489;030677 43 93;kita-knirpsenland@dasi-berlin.net;Ansatz von Emmi Pikler;Integration von Kindern mit Behinderung;;52.4366499;13.551226
Am Studio 5;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12489;030565 900 220;kita-amstudio@kita-suedost.de;Situationsansatz;;;52.428169;13.543557
Büchnerweg 58;FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis;Kindertagesstätte;12489;030030 6781 8980;kita-moissistrasse@fippev.de;Naturwissenschaftliche Grunderfahrungen;Integration von Kindern mit Behinderung;;52.4343572;13.5511404
Friedenstr. 14;IBP Privatinstitut für Bewusstseins-PädagogikgUG (haftungsbeschränkt);Kindertagesstätte;12489;03049908484;leitung.f@ibp-hausmann.de;Montessori-Pädagogik;Gesundheit;;52.4359629;13.5476826
Abram-Joffe-Str. 18;Montessori Kinderhaus Bienennest gGmbH;Kindertagesstätte;12489;03063222792;info@kinderhaus-bienennest.de;Montessori-Pädagogik;;deutsch - englisch;52.4335055;13.5299439
Tulpenweg 39;Kinderland Biene Maja e. V.;Eltern-Initiativ-Kindertagesstätte;12524;673 13 47;ektbienemaja@web.de;Montessori;;;52.40885;13.54128
Rudower Str. 54;Kinderzeit gemeinnützige Unternehmergesellschaft (haftungsbeschränkt);Kindertagesstätte;12524;03080579888;kindergartenzeit64@web.de;Situationsansatz;Ästhetische Bildung (Musik und Kunst);;52.4209634;13.5367388
Gustelstr. 20E;Sozialdiakonische Arbeit Lichtenberg-Oberspree GmbH;Kindertagesstätte;12524;030672 74 46;vierjahreszeiten@sozdia.de;Situationsansatz;Integration von Kindern mit Behinderung;;52.4148;13.52764
Besenbinderstr. 2;offensiv 91 e.V.;Kindertagesstätte;12524;03063417341;;;;;52.42128080000001;13.5393717
Rudower Str. 45;Kinder im Kiez gGmbH;Kindertagesstätte;12524;0305165 3529;rudowerstrasse@kinder-im-kiez.de;;;;52.4215897;13.5334782
Schönefelder Chaussee 187A;CJD Berlin Im Christlichen Jugenddorfwerk Deutschlands e.V.;Kindertagesstätte;12524;03061504471;kita.milchstrasse@cjd-berlin.de;Situationsansatz;Gesundheit, Körper und Bewegung;;52.4047657;13.5255502
Uranusstr. 19;FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis;Kindertagesstätte;12524;030030 8140 716-30;kita-sonnenschein@fippev.de;;Integration von Kindern mit Behinderung;;52.39964;13.52559
Semmelweisstr. 10;Kleiner Fratz GmbH;Kindertagesstätte;12524;03032593626;kita.semmelweis@kleiner-fratz-berlin.de;Sonstiges;;;52.42216;13.53843
Grünauer Str. 60;GEFA gemeinnützige Gesellschaft für Familienaktivierung mbH;Kindertagesstätte;12524;03091747700;villa.moosmutzel@gefa-berlin.de;Situationsansatz, Sonstiges;Integration von Kindern mit Behinderung, Natur- und Umweltpädagogik;deutsch - englisch;52.4193508;13.5423195
Teutonenstr. 54;FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis;Kindertagesstätte;12524;030030 6729 560;kita-zurteutonenburg@fippev.de;Situationsansatz;;;52.4173625;13.5496261
Venusstr. 59;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12524;030673 30 37;kita-venusstrasse@kita-suedost.de;;;;52.40739;13.52879
Porzer Str. 123;CJD Berlin Im Christlichen Jugenddorfwerk Deutschlands e.V.;Kindertagesstätte;12524;0306721160;kita.am.wegabogen@cjd-berlin.de;Situationsansatz;;;52.4025466;13.5385267
Köpenicker Str. 35;Ev. Kirchengemeinde Altglienicke;Kindertagesstätte;12524;030672 94 59;ev.kita.altglienicke@gmx.de;Religionspädagogik;;;52.4197709;13.5384963
Ortolfstr. 164;Jugendwerk Aufbau Ost JAO gGmbH;Kindertagesstätte;12524;03067802044;kita-im-kosmosviertel@jao-berlin.de;Situationsansatz;Gesundheit, Körper und Bewegung;;52.40481;13.52899
Tiburtiusstr. 14;Pfefferwerk Stadtkultur gGmbH;Kindertagesstätte;12524;03067 89 04 58;kruemelnest@pfefferwerk.de;Ansatz von Emmi Pikler, Situationsansatz;Gesundheit, Integration von Kindern mit Behinderung;;52.405918;13.5387749
Nippeser Str. 20;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12524;030672 70 02;kita-nippeserstrasse@kita-suedost.de;Situationsansatz;;;52.4016215;13.5400923
Dahmestr. 4;Kleiner Fratz GmbH;Kindertagesstätte;12526;0307076 1598;kita.dahme@kleiner-fratz-berlin.de;Körper und Bewegung;Natur- und Umweltpädagogik;;52.40361249999999;13.5812402
Zur Gartenstadt 239;Humanistischer Verband Deutschlands,Landesverband Berlin-Brandenburg e. V.;Kindertagesstätte;12526;030030-67 82 45 03;gartenstadt@humanistischekitas.de;;Integration von Kindern mit Behinderung;;52.4018769;13.5685317
Atlantisring 25;Berliner Spatzen gGmbH;Kindertagesstätte;12526;03067821684;kitatraumhaus@yahoo.de;;;;52.39601;13.56696
Buntzelstr. 98;offensiv 91 e.V.;Kindertagesstätte;12526;030676 37 84;buntzelzwerget-online.de;;;;52.40215999999999;13.56379
Neptunstr. 10;Ev. Kirchengemeinde Bohnsdorf-Grünau;Kindertagesstätte;12526;0306763780;post@apfel-bohnsdorf.de;Naturwissenschaftliche Grunderfahrungen;;;52.3994711;13.5806814
Lindenblütenstr. 26;Kleiner Fratz GmbH;Kindertagesstätte;12526;03030 34 35 43;falkenberg@kleiner-fratz-berlin.de;Sonstiges;Natur- und Umweltpädagogik;;52.40752610000001;13.5667203
Adlergestell 592;Pfefferwerk Stadtkultur gGmbH;Kindertagesstätte;12527;030655 03 73;waldspielhaus@pfefferwerk.de;Ansatz von Emmi Pikler, Montessori-Pädagogik, Situationsansatz;Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik;;52.40562;13.58631
Karolinenhofweg 3;Kleiner Fratz GmbH;Kindertagesstätte;12527;03083217283;alexander.schnurre@kleiner-fratz-berlin.de;Sonstiges;;;52.39561430000001;13.6309537
Regattastr. 130;Berliner Spatzen gGmbH;Kindertagesstätte;12527;0306782 1684;kitatraumhaus@yahoo.de;;;;52.4172571;13.5806934
Adlergestell 776;Kleine Fische - ganz groß e. V.;Eltern-Initiativ-Kindertagesstätte;12527;0307521317;kleinefische@gmx.net;;;;52.37676339999999;13.6475409
Alt-Schmöckwitz 1;Ev. Kirchenkreis Neukölln;Kindertagesstätte;12527;0306781 8626;ev-kita.schmoeckwitz@kk-neukoelln.de;;;;52.37526;13.64907
Richterstr. 2A;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12527;030672 91 78;kita-richterstrasse@kita-suedost.de;Situationsansatz;;;52.3921615;13.629115
Wassersportallee 4;offensiv 91 e.V.;Kindertagesstätte;12527;674 39 15;wasserschloesschen@t-online.de;;;;52.4172586;13.5816379
Baderseestr. 1 -5;FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis;Kindertagesstätte;12527;030030 6744 553;kita-grueneaue@fippev.de;Natur-und Umweltpädagogik;;;52.41526;13.57935
Regattastr. 60;KliB Kinder leben in Berlin gUG(haftungsbeschränkt);Kindertagesstätte;12527;03085744346;schulz@klib-berlin.de;Sonstiges;;;52.4228917;13.5768814
Mandrellaplatz 9;Baumhaus e.V.;Eltern-Initiativ-Kindertagesstätte;12555;03026304591;vorstandbaumhaus@gmx.de;Montessori-Pädagogik;Natur- und Umweltpädagogik;;52.45525;13.58027
Stellingdamm 6;Die Sternenfischer e.V.;Eltern-Initiativ-Kindertagesstätte;12555;03065941644;vorstand@sternenfischer.de;Situationsansatz, Sonstiges;Ästhetische Bildung (Musik und Kunst), Gesundheit, Körper und Bewegung, Natur- und Umweltpädagogik;;52.4590717;13.5820792
Uhlenhorster Str. 27;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12555;030657 19 39;kita-uhlenhorsterstrasse@kita-suedost.de;;;;52.46231;13.59342
Kietzer Str. 5;kleine Entdecker e. V.;Kindertagesstätte;12555;03065499770;leitung@khke.de;Montessori-Pädagogik;Ästhetische Bildung (Musik und Kunst), Integration von Kindern mit Behinderung, Natur- und Umweltpädagogik;;52.4449298;13.5773751
Zu den sieben Raben 15;Die Grünspechte e. V.;Eltern-Initiativ-Kindertagesstätte;12555;03023274069;gruenspechte@gmx.de;Ansatz von Emmi Pikler, Sonstiges, Waldorfpädagogik;Körper und Bewegung, Natur- und Umweltpädagogik;;52.462522;13.5886574
Lindenstr. 35;FindeFuchs gUG (haftungsbeschränkt);Kindertagesstätte;12555;03026034184;kontakt@kita-findefuchs.de;Situationsansatz;Körper und Bewegung;;52.45126;13.57081
An der Wuhlheide 232B;Spree-Kinder gemeinnützige GmbH;Kindertagesstätte;12555;03024537209;sonnentropfen@gmx.de;Sonstiges;Integration von Kindern mit Behinderung;deutsch - russisch;52.4562234;13.5646283
An der Wuhlheide 173;WA-KIB gemeinnützige UG (haftungsbeschränkt);Waldkindergarten;12555;0176255500;wiele-monique@gmx.de;;;;52.4562234;13.5646283
Am Generalshof 1A;Ev. St.-Laurentius-Kirchengemeinde Köpenick;Kindertagesstätte;12555;030657 14 61;evkitaamgeneralshof@web.de;;;;52.4525498;13.5750991
Friedrichshagener Str. 5;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12555;030657 14 30;kita-friedrichshagenerstrasse@kita-suedost.de;;;;52.4522339;13.5789862
An der Wuhlheide 171;WA-KIB gemeinnützige UG (haftungsbeschränkt);Kindertagesstätte;12555;017683232471;wuhlmaeuse@gmx.net;Sonstiges;Gesundheit, Integration von Kindern mit Behinderung, Natur- und Umweltpädagogik;;52.4562234;13.5646283
Joachimstr. 11;Kath. Pfarrei St. Josef;Kindertagesstätte;12555;0306527110;kita.josefstift@t-online.de;;;;52.454092;13.5725144
Landjägerstr. 11;Gemeinnützige Interkultureller Start UG(haftungsbeschränkt);Kindertagesstätte;12555;03054462892/4;zauberbluemchen@interkulturellerstart.com;Ansatz von Emmi Pikler, Montessori-Pädagogik, Sonstiges;Gesundheit, Interkulturelle Pädagogik, Körper und Bewegung;deutsch - russisch;52.4444516;13.5803601
An der Wuhlheide 180 / Ostendstraße 15;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12555;03535 34 40/535 14 44;kita-anderwuhlheide@kita-suedost.de;;;;52.4622442;13.5867593
Puchanstr. 17 /19;Gemeinnützige BOOT GmbH;Kindertagesstätte;12555;03032519290;puchan@bootkitas.de;;;;52.45423;13.57854
Lindenstr. 26;Märkische Kita u. Schule gGmbH;Kindertagesstätte;12555;03065015495;schule-berlin@msbw-online.de;;;;52.4539686;13.5681187
Hämmerlingstr. 101;Kita Kleine Helden Köpenick gGmbH;Kindertagesstätte;12555;03035122282;kinderstube-koepenick@web.de;Montessori-Pädagogik, Reggio-Pädagogik, Sonstiges;;;52.45809999999999;13.57389
Friedrichshagener Str. 8;Märkische Kita u. Schule gGmbH;Kindertagesstätte;12555;0306526 0205;schwanenkita@msbw-online.de;Ästhetische Bildung (Musik und Kunst);;;52.4515692;13.5823742
Müggelheimer Str. 45;Kita Kleine Helden Köpenick gGmbH;Kindertagesstätte;12555;03064495045;kleinehelden-koepenick@web.de;;;;52.4429923;13.5821862
